DOD,Month,Day,Year,LOCATION,Easting,Northing,SEX,AGE.CLASS,COD,WinterYear
3/11/01,3,11,2001,"SW OF JUNCTION BUTTE, TWN ROAD & BUTTE",547457,4973992,UNKNOWN,CALF,PROBABLE WOLF,2001
3/11/01,3,11,2001,200 METERS NE OF YELLOWSTONE PICNIC AREA,547462,4973957,UNKNOWN,CALF,PROBABLE WOLF,2001
3/13/01,3,13,2001,"SLOUGH CRK - ""3 SISTERS"" AREA",552253,4974058,FEMALE,OLD ADULT,PROBABLE WOLF,2001
3/14/01,3,14,2001,1.5 KM NE OF JUNCTION BUTTE,548251,4976115,UNKNOWN,CALF,DEFINITE WOLF,2001
3/15/01,3,15,2001,BOTTOM OF HELLROARING SLOPE,542727,4979073,UNKNOWN,CALF,PROBABLE WOLF,2001
2/25/01,2,25,2001,TERRACE MOUNTAIN,521360,4976048,FEMALE,OLD ADULT,DEFINITE WOLF,2001
3/2/01,3,2,2001,CREVICE CRK,534066,4985980,UNKNOWN,ADULT,DEFINITE WOLF,2001
3/1/01,3,1,2001,N SIDE BUNSEN PK IN GOLDEN GATE CANYON,523089,4976610,FEMALE,CALF,PROBABLE WOLF,2001
3/2/01,3,2,2001,W SLOPE OF MT EVERTS,525289,4984760,UNKNOWN,CALF,PROBABLE WOLF,2001
3/4/01,3,4,2001,BASSETT CRK,519838,4995051,FEMALE,OLD ADULT,DEFINITE WOLF,2001
3/4/01,3,4,2001,RESCUE CRK,530339,4980783,MALE,ADULT,PROBABLE WOLF,2001
3/6/01,3,6,2001,BLACKTAIL PLATEAU,533223,4976612,MALE,ADULT,DEFINITE WOLF,2001
3/7/01,3,7,2001,SW OF KNOWLES FALLS,531316,4983177,FEMALE,YEARLING,DEFINITE WOLF,2001
3/7/01,3,7,2001,BIG COTTONWOOD RIDGE,537946,4983087,UNKNOWN,CALF,DEFINITE WOLF,2001
2/11/01,2,11,2001,TERRACES SKI TRAIL,522589,4979390,UNKNOWN,CALF,PROBABLE WOLF,2001
3/9/01,3,9,2001,E OF SOUTH BUTTE ALONG BLACKTAIL SKI TRAIL,535609,4978075,FEMALE,OLD ADULT,DEFINITE WOLF,2001
3/10/01,3,10,2001,CUTLER LAKE,513441,4992702,UNKNOWN,UNKNOWN,PROBABLE WOLF,2001
3/10/01,3,10,2001,GEODE CRK,537896,4979597,FEMALE,OLD ADULT,DEFINITE WOLF,2001
3/12/01,3,12,2001,LOWER OXBOW BENCH,537687,4981116,FEMALE,OLD ADULT,DEFINITE WOLF,2001
3/12/01,3,12,2001,GARDNER BRIDGE,525339,4978410,FEMALE,OLD ADULT,PROBABLE WOLF,2001
3/7/01,3,7,2001,COTTONWOOD CRK,537904,4983060,UNKNOWN,CALF,DEFINITE WOLF,2001
3/15/01,3,15,2001,HELLROARING SLOPE,543001,4979036,FEMALE,OLD ADULT,PROBABLE WOLF,2001
3/17/01,3,17,2001,"1 KM E OF LAMAR CANYON, NEAR FISHERMAN'S OVERLOOK",557662,4973433,MALE,ADULT,DEFINITE WOLF,2001
3/19/01,3,19,2001,WESTERN LAMAR CANYON,555111,4974220,FEMALE,OLD ADULT,DEFINITE WOLF,2001
3/19/01,3,19,2001,TROUT LAKE AREA,568163,4972555,MALE,YEARLING,PROBABLE WOLF,2001
3/21/01,3,21,2001,"NE FORK OF ROSE CRK, 1.5 KM NE OF BUFFALO RANCH",561746,4972553,MALE,ADULT,DEFINITE WOLF,2001
3/22/01,3,22,2001,.5 KM NE OF WRECKER PULLOUT,547772,4974719,UNKNOWN,OLD ADULT,PROBABLE WOLF,2001
3/25/01,3,25,2001,YELLOWSTONE RIVER BOTTOM; JUST WEST OF BRIDGE,546560,4975569,UNKNOWN,UNKNOWN,DEFINITE WOLF,2001
3/26/01,3,26,2001,3 SISTERS AREA - PERIGRIN KNOLL,551235,4973668,FEMALE,OLD ADULT,DEFINITE WOLF,2001
3/27/01,3,27,2001,HELLROARING; FLATS S OF HELLROARING CRK; N OF YELL RIVER,542346,4979737,FEMALE,OLD ADULT,DEFINITE WOLF,2001
3/28/01,3,28,2001,S OF JUNCTION BUTTE,548879,4973476,FEMALE,OLD ADULT,DEFINITE WOLF,2001
3/25/01,3,25,2001,TOWER JUNCTION,546305,4974143,FEMALE,OLD ADULT,DEFINITE WOLF,2001
4/4/01,4,4,2001,S OF BEND IN HELLROARING CRK,542244,4979465,FEMALE,ADULT,DEFINITE WOLF,2001
4/2/01,4,2,2001,JUNCTION PASS,549184,4976745,UNKNOWN,UNKNOWN,PROBABLE WOLF,2001
3/15/01,3,15,2001,BLACKTAIL PLATEAU,535696,4975345,MALE,ADULT,PROBABLE WOLF,2001
3/12/01,3,12,2001,LOWER MAMMOTH HOUSING; 500 M TOWARDS HIGH BRIDGE,524539,4979410,FEMALE,OLD ADULT,PROBABLE WOLF,2001
3/14/01,3,14,2001,500 M SW OF SOUTH BUTTE,534739,4977610,FEMALE,OLD ADULT,PROBABLE WOLF,2001
3/15/01,3,15,2001,"MAMMOTH/TOWER ROAD, 1 MI FROM MAMMOTH, N OF ROAD",524189,4979410,FEMALE,OLD ADULT,PROBABLE WOLF,2001
3/17/01,3,17,2001,DECKARD FLATS,529529,4986657,UNKNOWN,CALF,DEFINITE WOLF,2001
3/17/01,3,17,2001,GARDNER'S HOLE,518072,4975127,MALE,ADULT,DEFINITE WOLF,2001
3/17/01,3,17,2001,LAVA CRK,529267,4975836,MALE,ADULT,DEFINITE WOLF,2001
3/17/01,3,17,2001,UPPER GEODE CRK,540158,4978264,FEMALE,ADULT,DEFINITE WOLF,2001
3/20/01,3,20,2001,HELLROARING X YELL RIVER CONFLUENCE - SOUTH SIDE,540981,4979704,UNKNOWN,CALF,DEFINITE WOLF,2001
3/18/01,3,18,2001,1 MI SW OF S BUTTE,534176,4977004,MALE,ADULT,DEFINITE WOLF,2001
3/21/01,3,21,2001,3 MI UP LAVA CRK,528963,4971919,MALE,ADULT,PROBABLE WOLF,2001
3/23/01,3,23,2001,MAMMOTH,522114,4979812,UNKNOWN,UNKNOWN,DEFINITE WOLF,2001
3/23/01,3,23,2001,HELLROARING OVERLOOK,542603,4978503,FEMALE,OLD ADULT,DEFINITE WOLF,2001
3/23/01,3,23,2001,W OF JUNCTION LAKE NEAR 009F'S DEN,547813,4976581,UNKNOWN,UNKNOWN,PROBABLE WOLF,2001
3/24/01,3,24,2001,"LAVA CRK, N SIDE, BELOW UNDINE FALLS",527376,4977507,FEMALE,ADULT,PROBABLE WOLF,2001
3/24/01,3,24,2001,W END MT EVERTS,525811,4983688,FEMALE,OLD ADULT,DEFINITE WOLF,2001
3/24/01,3,24,2001,E OF COTTONWOOD CRK,539554,4981905,UNKNOWN,CALF,DEFINITE WOLF,2001
3/27/01,3,27,2001,OXBOW BENCH,535719,4980521,UNKNOWN,CALF,DEFINITE WOLF,2001
3/30/01,3,30,2001,S SIDE OF YELLOWSTONE RIVER; HELLROARING,541579,4978414,UNKNOWN,CALF,DEFINITE WOLF,2001
4/10/01,4,10,2001,LAVA CRK,527393,4976026,MALE,ADULT,DEFINITE WOLF,2001
4/10/01,4,10,2001,HELLROARING SLOPE,542981,4979278,UNKNOWN,UNKNOWN,DEFINITE WOLF,2001
4/3/01,4,3,2001,HELLROARING,543494,4978775,UNKNOWN,UNKNOWN,PROBABLE WOLF,2001
4/7/01,4,7,2001,E OF GRANETT HILL,545584,4975785,UNKNOWN,UNKNOWN,PROBABLE WOLF,2001
4/13/01,4,13,2001,LAMAR X SLOUGH CRK CONFLUENCE,551774,4973815,UNKNOWN,UNKNOWN,DEFINITE WOLF,2001
4/16/01,4,16,2001,HELLROARING CREEK,542464,4980135,UNKNOWN,UNKNOWN,DEFINITE WOLF,2001
4/19/01,4,19,2001,GEODE CREEK,540104,4979435,FEMALE,ADULT,DEFINITE WOLF,2001
4/17/01,4,17,2001,PERIGRIN HILLS,550624,4973055,FEMALE,OLD ADULT,PROBABLE WOLF,2001
4/21/01,4,21,2001,E OF GARNET HILL,546064,4977215,UNKNOWN,CALF,PROBABLE WOLF,2001
4/21/01,4,21,2001,E OF GARNET HILL,545934,4977215,UNKNOWN,CALF,PROBABLE WOLF,2001
4/18/01,4,18,2001,E OF GARNET HILL,546274,4977105,UNKNOWN,UNKNOWN,PROBABLE WOLF,2001
4/22/01,4,22,2001,TOP OF JUNCTION BUTTE,548184,4973935,FEMALE,OLD ADULT,DEFINITE WOLF,2001
4/28/01,4,28,2001,DOROTHY'S KNOLL,558844,4972785,UNKNOWN,CALF,DEFINITE WOLF,2001
4/27/01,4,27,2001,SLOUGH CREEK,553684,4974635,FEMALE,OLD ADULT,PROBABLE WOLF,2001
4/29/01,4,29,2001,N OF LAMAR PICNIC AREA,562354,4969655,FEMALE,OLD ADULT,DEFINITE WOLF,2001
4/18/01,4,18,2001,HELLROARING SLOPE; N SIDE OF LITTLE BUFFALO CRK,545414,4979394,UNKNOWN,CALF,PROBABLE WOLF,2001
4/13/01,4,13,2001,SLOUGH CRK FLATS,551735,4973819,UNKNOWN,UNKNOWN,PROBABLE WOLF,2001
4/14/01,4,14,2001,NEAR LAMAR X YELLOWSTONE RIVER CONFLUENCE,597144,4975465,UNKNOWN,UNKNOWN,DEFINITE WOLF,2001
4/25/01,4,25,2001,"SLOUGH CRK, JUST UP FROM CONFLUENCE W LAMAR",551794,4974465,UNKNOWN,UNKNOWN,PROBABLE WOLF,2001
11/5/01,11,5,2001,NE OF NORTH BUTTE,537694,4980615,FEMALE,ADULT,PROBABLE WOLF,2002
11/16/01,11,16,2001,ROUND PRAIRIE,569915,4973017,UNKNOWN,CALF,PROBABLE WOLF,2002
11/16/01,11,16,2001,ROUND PRAIRIE,570766,4973165,UNKNOWN,CALF,PROBABLE WOLF,2002
11/16/01,11,16,2001,ROUND PRAIRIE,570710,4973441,UNKNOWN,CALF,PROBABLE WOLF,2002
11/24/01,11,24,2001,W END OF LAMAR VALLEY,558007,4973182,FEMALE,OLD ADULT,PROBABLE WOLF,2002
11/26/01,11,26,2001,W OF HELLROARING CREEK,541429,4980590,UNKNOWN,CALF,PROBABLE WOLF,2002
11/26/01,11,26,2001,W OF HELLROARING CREEK,541639,4980560,UNKNOWN,CALF,PROBABLE WOLF,2002
11/30/01,11,30,2001,SLOUGH CREEK,553623,4975528,UNKNOWN,CALF,PROBABLE WOLF,2002
11/29/01,11,29,2001,HELLROARING SLOPE,545689,4979720,UNKNOWN,CALF,PROBABLE WOLF,2002
11/26/01,11,26,2001,HELLROARING X YELLOWSTONE RIVER CONFLUENCE,541389,4980130,UNKNOWN,CALF,PROBABLE WOLF,2002
12/3/01,12,3,2001,"E OF JUNCTION BUTTE, S OF ROAD",551709,4972807,FEMALE,OLD ADULT,PROBABLE WOLF,2002
12/5/01,12,5,2001,S OF LAMAR X SODA BUTTE CONFLUENCE,564681,4966655,MALE,ADULT,PROBABLE WOLF,2002
12/9/01,12,9,2001,W OF PEREGRINE KNOLLS,550608,4973334,UNKNOWN,CALF,PROBABLE WOLF,2002
12/9/01,12,9,2001,SLOUGH CREEK,553407,4975571,FEMALE,ADULT,DEFINITE WOLF,2002
12/14/01,12,14,2001,N OF LOWER HELLROARING PULLOUT,542647,4977539,UNKNOWN,CALF,PROBABLE WOLF,2002
12/22/01,12,22,2001,HELLROARING,541208,4983325,UNKNOWN,UNKNOWN,PROBABLE WOLF,2002
11/16/01,11,16,2001,ROUND PRAIRIE,570535,4973476,UNKNOWN,CALF,DEFINITE WOLF,2002
11/19/01,11,19,2001,MT EVERTS - RATTLESNAKE BUTTE,527681,4983181,MALE,OLD ADULT,DEFINITE WOLF,2002
11/8/01,11,8,2001,0.5 MI SW OF PEREGRINE HILLS,550594,4973265,FEMALE,ADULT,PROBABLE WOLF,2002
11/3/01,11,3,2001,1 MI SW OF YELLOWSTONE INSTITUTE,558894,4971915,FEMALE,OLD ADULT,PROBABLE WOLF,2002
11/19/01,11,19,2001,MT EVERTS,527709,4983317,FEMALE,ADULT,PROBABLE WOLF,2002
11/25/01,11,25,2001,"BLACKTAIL DEER PLATEAU, 1 MI S OF SOUTH BUTTE",536118,4976446,MALE,ADULT,PROBABLE WOLF,2002
11/17/01,11,17,2001,BUFFALO MOUNTAIN,529638,4987132,UNKNOWN,CALF,PROBABLE WOLF,2002
11/28/01,11,28,2001,N OF MT EVERTS,529449,4981530,MALE,OLD ADULT,PROBABLE WOLF,2002
11/21/01,11,21,2001,"W OF MOUTH OF GEODE CREEK, S SIDE OF YELLOWSTONE RIVER",539053,4981723,MALE,OLD ADULT,PROBABLE WOLF,2002
12/3/01,12,3,2001,DECKERD FLATS,529162,4988031,UNKNOWN,CALF,PROBABLE WOLF,2002
11/30/01,11,30,2001,FORK OF ANTELOPE CREEK,548108,4966716,UNKNOWN,ADULT,PROBABLE WOLF,2002
12/7/01,12,7,2001,BLACKTAIL DEER PLATEAU,534170,4974610,MALE,ADULT,PROBABLE WOLF,2002
12/12/01,12,12,2001,REESE CREEK,515194,4988629,UNKNOWN,CALF,PROBABLE WOLF,2002
12/11/01,12,11,2001,DECKARD FLATS,528805,4987172,FEMALE,ADULT,PROBABLE WOLF,2002
12/11/01,12,11,2001,DECKARD FLATS,528805,4987172,UNKNOWN,ADULT,PROBABLE WOLF,2002
12/8/01,12,8,2001,DECKARD FLATS,528292,4987310,UNKNOWN,CALF,PROBABLE WOLF,2002
12/12/01,12,12,2001,DECKARD FLATS,529189,4986560,FEMALE,ADULT,PROBABLE WOLF,2002
12/22/01,12,22,2001,GEODE CREEK,540626,4979086,UNKNOWN,CALF,PROBABLE WOLF,2002
12/23/01,12,23,2001,OXBOW CREEK,538972,4975845,UNKNOWN,CALF,PROBABLE WOLF,2002
1/2/02,1,2,2002,"WEST SWAN LAKE, 100 M W OF SHORELINE",520672,4973681,MALE,ADULT,PROBABLE WOLF,2002
1/10/02,1,10,2002,MT EVERTS,528767,4980290,UNKNOWN,ADULT,PROBABLE WOLF,2002
1/11/02,1,11,2002,125 M S OF CRYSTAL CRK PULLOUT,553144,4973265,FEMALE,OLD ADULT,PROBABLE WOLF,2002
1/14/02,1,14,2002,3/4 MILE SE OF SODA BUTTE CRK,568440,4970092,MALE,ADULT,PROBABLE WOLF,2002
1/11/02,1,11,2002,100 M S OF CRYSTAL CRK PULLOUT,553194,4973315,UNKNOWN,CALF,PROBABLE WOLF,2002
1/16/02,1,16,2002,ROUND PRAIRIE,569826,4973814,MALE,ADULT,PROBABLE WOLF,2002
1/22/02,1,22,2002,"W OF HIGH BRIDGE, N OF HIGHWAY",525045,4978795,UNKNOWN,CALF,PROBABLE WOLF,2002
1/22/02,1,22,2002,N OF LOWER HELLROARING PULLOUT,542520,4977320,UNKNOWN,CALF,DEFINITE WOLF,2002
1/29/02,1,29,2002,"BLACKTAIL CRK, OFF OF RIDGE NEAR SOUTH BUTTE",536816,4976816,MALE,ADULT,PROBABLE WOLF,2002
2/10/02,2,10,2002,"W OF SPECIMEN RIDGE, N OF TRAIL",548622,4972845,FEMALE,ADULT,PROBABLE WOLF,2002
1/31/02,1,31,2002,PLEASANT VALLEY (TOWER JUNCTION),545635,4974353,UNKNOWN,CALF,PROBABLE WOLF,2002
2/12/02,2,12,2002,"LAMAR VALLEY, S OF RD AT YELL INSTITUTE",560167,4971623,FEMALE,ADULT,PROBABLE WOLF,2002
2/15/02,2,15,2002,1/2 MILE E FROM SODA BUTTE CRK,567407,4970362,MALE,ADULT,PROBABLE WOLF,2002
2/18/02,2,18,2002,E OF YELLOWSTONE RIVER BRIDGE WRECKER PULLOUT,547403,4974359,UNKNOWN,CALF,DEFINITE WOLF,2002
2/17/02,2,17,2002,"LAMAR VALLEY, E OF YELL INSTITUTE, S OF RD",561018,4970896,UNKNOWN,CALF,PROBABLE WOLF,2002
2/2/02,2,2,2002,1/2 MILE UP HILL FROM TOWER RANGER STATION,545139,4974010,UNKNOWN,UNKNOWN,DEFINITE WOLF,2002
2/5/02,2,5,2002,S END OF SOUTH BUTTE,537242,4976385,UNKNOWN,UNKNOWN,PROBABLE WOLF,2002
2/18/02,2,18,2002,"E OF YELLOWSTONE RV, BRIDE-WRECKER PULLOUT",545635,4944353,UNKNOWN,CALF,DEFINITE WOLF,2002
2/9/02,2,9,2002,BTWN WOLF STORAGE SHED & LOWER MAMMOTH HOUSING,523938,4979816,FEMALE,OLD ADULT,PROBABLE WOLF,2002
2/5/02,2,5,2002,TOWER JUNCTION FLATS - PLEASANT VALLEY,545713,4974495,UNKNOWN,CALF,PROBABLE WOLF,2002
2/28/02,2,28,2002,500 M NORTH OF TOWER RANGER STATION,545250,4975243,FEMALE,ADULT,PROBABLE WOLF,2002
3/3/02,3,3,2002,S OF ROAD IN LITTLE AMERICA,552909,4972341,MALE,OLD ADULT,DEFINITE WOLF,2002
3/4/02,3,4,2002,W OF HELLROARING CREEK,542369,4980600,UNKNOWN,CALF,PROBABLE WOLF,2002
3/3/02,3,3,2002,S OF ROAD IN LITTEL AMERICA (JUST E OF 9'S DEN),551459,4971331,UNKNOWN,CALF,PROBABLE WOLF,2002
3/9/02,3,9,2002,NEAR DRUID DEN IN LAMAR VALLEY,565758,4969123,MALE,ADULT,PROBABLE WOLF,2002
3/13/02,3,13,2002,HELLROARING/YELLOWSTONE CONFLUENCE,541448,4979896,MALE,YEARLING,DEFINITE WOLF,2002
3/15/02,3,15,2002,W END OF LAMAR VALLEY,556989,4973710,UNKNOWN,CALF,PROBABLE WOLF,2002
3/26/02,3,26,2002,HELLROARING CREEK,543839,4980560,FEMALE,OLD ADULT,PROBABLE WOLF,2002
3/18/02,3,18,2002,TWIN LAKES AT SLOUGH CREEK,551041,4975046,FEMALE,ADULT,PROBABLE WOLF,2002
3/20/02,3,20,2002,E OF BEND IN HELLROARING CREEK,543220,4979759,UNKNOWN,CALF,DEFINITE WOLF,2002
3/21/02,3,21,2002,"E OF HELLROARING CRK, CLOSE TO YELLOWSTONE RIVER",542769,4978990,FEMALE,CALF,DEFINITE WOLF,2002
3/21/02,3,21,2002,"N OF YELLOWSTONE, W OF HELLROARING BRIDGE",542869,4978695,UNKNOWN,CALF,DEFINITE WOLF,2002
3/21/02,3,21,2002,E OF HELLROARING CRK X YELLOWSTONE RIVER CONFLUENCE,541760,4979674,FEMALE,OLD ADULT,DEFINITE WOLF,2002
3/21/02,3,21,2002,E OF CONFLUENCE OF HELLROARING CRK X YELLOWSTONE RIVER,541741,4979823,FEMALE,ADULT,DEFINITE WOLF,2002
3/25/02,3,25,2002,NEAR SLOUGH X LAMAR CONFLUENCE,551884,4973591,UNKNOWN,CALF,PROBABLE WOLF,2002
3/26/02,3,26,2002,NEAR SLOUGH CREEK PULLOUT,553949,4974410,FEMALE,OLD ADULT,PROBABLE WOLF,2002
3/1/02,3,1,2002,COTTONWOOD X HELLROARING CRKS,541022,4981698,FEMALE,ADULT,DEFINITE WOLF,2002
3/1/02,3,1,2002,MCBRIDE LAKE,559378,4979255,FEMALE,OLD ADULT,DEFINITE WOLF,2002
2/27/02,2,27,2002,OLD GARDNER ROAD NEAR KEYOSK SIGN,523562,4980700,FEMALE,OLD ADULT,PROBABLE WOLF,2002
3/2/02,3,2,2002,GARDNER RIVER,525358,4977265,FEMALE,ADULT,DEFINITE WOLF,2002
3/2/02,3,2,2002,ANTELOPE CREEK,549028,4965747,MALE,ADULT,DEFINITE WOLF,2002
3/3/02,3,3,2002,PROSPECT PEAK,539245,4974354,MALE,ADULT,PROBABLE WOLF,2002
3/3/02,3,3,2002,GARNET HILL AREA,544890,4978819,UNKNOWN,CALF,PROBABLE WOLF,2002
2/14/02,2,14,2002,LOWER SLOUGH CREEK,556976,4977700,MALE,ADULT,PROBABLE WOLF,2002
2/14/02,2,14,2002,SLOUGH CREEK,557437,4978152,FEMALE,OLD ADULT,PROBABLE WOLF,2002
3/13/02,3,13,2002,S OF SOUTH BUTTE; E OF BLACKTAIL DEER CREEK,535085,4975668,MALE,ADULT,PROBABLE WOLF,2002
3/11/02,3,11,2002,W OF HIGH BRIDGE ON N SIDE OF ROAD,524859,4978930,FEMALE,OLD ADULT,DEFINITE WOLF,2002
3/14/02,3,14,2002,BLACKTAIL PONDS,530338,4978059,UNKNOWN,CALF,DEFINITE WOLF,2002
3/15/02,3,15,2002,LUPINE CREEK,531046,4972191,MALE,ADULT,PROBABLE WOLF,2002
3/16/02,3,16,2002,W SIDE OF MT EVERTS,524829,4983407,FEMALE,OLD ADULT,PROBABLE WOLF,2002
3/18/02,3,18,2002,LITTLE BUFFALO CREEK,546283,4979148,MALE,ADULT,DEFINITE WOLF,2002
3/16/02,3,16,2002,MT NORRIS,569864,4967221,MALE,ADULT,PROBABLE WOLF,2002
3/16/02,3,16,2002,SPECIMEN RIDGE/AGATE CREEK,555210,4968892,FEMALE,ADULT,PROBABLE WOLF,2002
3/17/02,3,17,2002,"E OF BLACKTAIL CREEK, BASE OF WASHBURN RANGE",532596,4972376,MALE,ADULT,PROBABLE WOLF,2002
3/21/02,3,21,2002,DECKART FLATS,527922,4987831,MALE,ADULT,DEFINITE WOLF,2002
3/25/02,3,25,2002,DECKARD FLATS,528445,4986787,FEMALE,OLD ADULT,DEFINITE WOLF,2002
3/26/02,3,26,2002,RIVER BANK OF HELLROARING CREEK,543689,4980610,FEMALE,OLD ADULT,PROBABLE WOLF,2002
3/29/02,3,29,2002,CREVICE CREEK,533329,4985513,MALE,ADULT,DEFINITE WOLF,2002
3/27/02,3,27,2002,NORTH OF SLOUGH CREEK,552840,4974991,MALE,ADULT,PROBABLE WOLF,2002
3/28/02,3,28,2002,TWIN PONDS IN SLOUGH CREEK,551398,4974865,FEMALE,ADULT,DEFINITE WOLF,2002
3/30/02,3,30,2002,EAST SLOPE OF MOM'S RIDGE,549972,4974451,FEMALE,OLD ADULT,PROBABLE WOLF,2002
3/29/02,3,29,2002,SHEEP CREEK,515607,5006879,FEMALE,ADULT,PROBABLE WOLF,2002
3/25/02,3,25,2002,"E OF ""THE CUT""; BLACKTAIL PLATEAU",541801,4975408,MALE,ADULT,PROBABLE WOLF,2002
3/16/02,3,16,2002,GEODE CREEK,539948,4980540,UNKNOWN,UNKNOWN,PROBABLE WOLF,2002
4/11/02,4,11,2002,BLACKTAIL PLATEAU,534073,4975413,MALE,ADULT,DEFINITE WOLF,2002
4/20/02,4,20,2002,DRUID PEAK - NEAR DEN,561583,4970973,FEMALE,ADULT,PROBABLE WOLF,2002
4/28/02,4,28,2002,MT EVERTS,538275,4980651,FEMALE,ADULT,PROBABLE WOLF,2002
4/29/02,4,29,2002,MT EVERTS,528052,4980642,MALE,ADULT,PROBABLE WOLF,2002
4/29/02,4,29,2002,GARDNER'S HOLE,519642,4974208,MALE,ADULT,PROBABLE WOLF,2002
2/20/02,2,20,2002,0.5 MI S OF YELLOWSTONE INSTITUTE,560094,4970515,FEMALE,UNKNOWN,DEFINITE WOLF,2002
2/20/02,2,20,2002,0.5 MI S OF YELLOWSTONE IN STITUTE,560194,4970315,FEMALE,UNKNOWN,DEFINITE WOLF,2002
3/31/02,3,31,2002,S OF JASPER BENCH,556744,4972515,UNKNOWN,UNKNOWN,PROBABLE WOLF,2002
4/7/02,4,7,2002,W OF LITTLE BUFFALO CREEK,546044,4979415,UNKNOWN,ADULT,PROBABLE WOLF,2002
4/9/02,4,9,2002,E OF LAMAR RANGER STATION,561144,4970465,FEMALE,ADULT,PROBABLE WOLF,2002
4/10/02,4,10,2002,"LITTLE AMERICA, S OF ROAD",551194,4972315,FEMALE,ADULT,PROBABLE WOLF,2002
11/15/02,11,15,2002,SOUTH SLOPE OF JUCTION BUTTE,547969,4973621,UNKNOWN,CALF,PROBABLE WOLF,2003
11/19/02,11,19,2002,JASPER CREEK BANK,558556,4971505,MALE,ADULT,PROBABLE WOLF,2003
11/24/02,11,24,2002,"BASE OF PEREGRINE KNOLLS, N OF RD",550653,4973165,FEMALE,OLD ADULT,PROBABLE WOLF,2003
11/26/02,11,26,2002,SOUTH OF LAMAR RIVER PICNIC AREA,561971,4968662,UNKNOWN,CALF,DEFINITE WOLF,2003
11/30/02,11,30,2002,LAMAR RIVER VALLEY,560888,4969766,UNKNOWN,CALF,DEFINITE WOLF,2003
12/4/02,12,4,2002,"E OF BUFFALO RANCH, N OF ROAD",562571,4971509,UNKNOWN,CALF,DEFINITE WOLF,2003
12/9/02,12,9,2002,JASPER BENCH,556661,4971619,MALE,ADULT,PROBABLE WOLF,2003
12/10/02,12,10,2002,LITTLE AMERICA,550867,4973158,FEMALE,OLD ADULT,DEFINITE WOLF,2003
12/13/02,12,13,2002,LAMAR VALLEY,559693,4971789,FEMALE,OLD ADULT,DEFINITE WOLF,2003
12/13/02,12,13,2002,E OF FLOATING ISLAND,543662,4976286,UNKNOWN,CALF,PROBABLE WOLF,2003
11/16/02,11,16,2002,"BLACKTAIL PLATEAU, JUST EAST OF LUPINE CREEK",531418,4975388,FEMALE,OLD ADULT,PROBABLE WOLF,2003
11/17/02,11,17,2002,LITTLE BUFFALO CREEK,545841,4979276,FEMALE,OLD ADULT,DEFINITE WOLF,2003
11/16/02,11,16,2002,ELK CREEK/GARNET HILL,544623,4975731,FEMALE,OLD ADULT,PROBABLE WOLF,2003
11/20/02,11,20,2002,GEODE CREEK,538816,4978930,FEMALE,OLD ADULT,DEFINITE WOLF,2003
11/20/02,11,20,2002,ANTELOPE CREEK,547378,4967009,MALE,ADULT,PROBABLE WOLF,2003
11/8/02,11,8,2002,MAMMOTH GREEN,523541,4980441,FEMALE,OLD ADULT,PROBABLE WOLF,2003
11/22/02,11,22,2002,INDIAN CREEK,518396,4970215,MALE,ADULT,DEFINITE WOLF,2003
11/24/02,11,24,2002,TOWER JUNCTION,546374,4973859,UNKNOWN,CALF,PROBABLE WOLF,2003
11/24/02,11,24,2002,WEST GARDINER,521713,4984132,UNKNOWN,CALF,PROBABLE WOLF,2003
11/23/02,11,23,2002,"BLACKTAIL PLATEAU, JUST WEST OF THE RIBBON",534575,4975560,MALE,OLD ADULT,PROBABLE WOLF,2003
11/25/02,11,25,2002,ANTELOPE CREEK,548578,4968812,MALE,ADULT,PROBABLE WOLF,2003
11/26/02,11,26,2002,MT EVERTS,529083,4982757,UNKNOWN,CALF,PROBABLE WOLF,2003
11/26/02,11,26,2002,LITTLE BUFFALO CREEK,546934,4979112,UNKNOWN,CALF,DEFINITE WOLF,2003
11/27/02,11,27,2002,GEODE MARSH,539677,4979653,FEMALE,OLD ADULT,PROBABLE WOLF,2003
12/2/02,12,2,2002,S OF GEODE MARSH ON HILLTOP,539224,4978557,FEMALE,CALF,PROBABLE WOLF,2003
12/2/02,12,2,2002,WEST OF MOM'S RIDGE,549139,4974910,UNKNOWN,CALF,PROBABLE WOLF,2003
12/2/02,12,2,2002,WESTERN LAMAR VALLEY,557370,4973313,MALE,YEARLING,PROBABLE WOLF,2003
12/4/02,12,4,2002,BLACKTAIL PLATEAU,532909,4976385,MALE,OLD ADULT,PROBABLE WOLF,2003
12/4/02,12,4,2002,RATTLESNAKE BUTTE/RESCUE CREEK TRAIL,526860,4985300,MALE,CALF,PROBABLE WOLF,2003
12/4/02,12,4,2002,LOST CREEK,543861,4970629,MALE,ADULT,PROBABLE WOLF,2003
12/6/02,12,6,2002,COTTONWOOD CREEK,537274,4983348,FEMALE,ADULT,PROBABLE WOLF,2003
12/6/02,12,6,2002,ANTELOPE CREEK,549171,4968884,UNKNOWN,CALF,PROBABLE WOLF,2003
12/6/02,12,6,2002,PROSPECT PEAK,539863,4973539,UNKNOWN,ADULT,PROBABLE WOLF,2003
12/7/02,12,7,2002,SE OF SOUTH BUTTE,537047,4976890,MALE,ADULT,PROBABLE WOLF,2003
12/7/02,12,7,2002,MT WASHBURN,548493,4961970,MALE,ADULT,DEFINITE WOLF,2003
