ID,Date,Local Time,Air/Ground,Pilot,Observer,Drift,Signal Heard,Heard From Location,Elk General Location,Visual?,Easting,Northing,UTM error,Seasonal range,VegType,Regrowth (if app),Behavior,W/Calf?,Group Size,Composition(description),Cows,Calves,Bulls,Spikes,Multiple collars?,Relocation comments,ID_old,IDuncertainty
27,11/7/2000,12:46:00 PM,Air,DC,JM,,,,Chicken ridge,Yes,550254,4906543,,summer,bdt (sf? Or lp),none or gr (snowy),bedded,yes,3,"2 cows, 1 calf",2,1,,,,,27,
29,11/7/2000,11:54:00 AM,Air,DC,JM,,,,W of Mist Ck,No,571876,4944420,,summer,sf,n/a,unknown,unk,>=9,adults at least,Yes,,,,,probably more elk under trees,29,
33,11/7/2000,11:42:00 AM,Air,DC,JM,,,,Upper Cold Ck,No,567971,4936978,,summer,bdt (sf),none or gr (snowy),unknown,unk,23,"cows + at least 1 calf, spike, bull",20,1,1,1,,,33,
34,11/7/2000,2:30:00 PM,Air,DC,JM,,,,N of Junction Butte,Yes,548175,4975768,,winter,"shr, rky",n/a,bedded,unk,~100,c/c/s/b,Yes,Yes,Yes,Yes,,moved from Cache Ck since 10/23,34,
42,11/7/2000,1:03:00 PM,Air,DC,JM,,,,NE of Heart Lk,No,541258,4908151,,summer,bdt & live lp,tree,unknown,unk,>=3,c/c?,Yes,Yes,,,,,42,
1,11/8/2000,11:45:00 AM,Air,DC,JM,,,,Elk Plaza,Yes,521803,4981941,,winter,gr,n/a,bedded,N/A,~50,"c/c,1 bull",Yes,Yes,1,,,,1,
3,11/8/2000,10:27:00 AM,Air,DC,JM,,,,NW of Golden Gate,No,522269,4977444,,winter,sb,n/a,unknown,unk,~40,"c/c, at least 1b, 1s",Yes,Yes,1,1,,saw this elk from ground on 11/16 - collar was very soiled - white part looked brown,3,
4,11/8/2000,11:22:00 AM,Air,DC,JM,,,,NE flank Sepulcher,No,520999,4983940,,winter,"gr, edge df",n/a,"unknown, prob bedded",unk,>=100,c/c/b,Yes,Yes,Yes,,,,4,
7,11/8/2000,10:38:00 AM,Air,DC,JM,,,,S of Mammoth,Yes,522768,4980465,,winter,df,n/a,bedded,unk,~200,"c/c, at least 1s, 2b",Yes,Yes,2,1,,,7,
11,11/8/2000,10:52:00 AM,Air,DC,JM,,,,Elk Plaza,Yes,522690,4980430,,winter,df,n/a,bedded,unk,~150,"c/c, at least 1b",Yes,Yes,1,,,,11,
12,11/8/2000,11:01:00 AM,Air,DC,JM,,,,S of Elk Plaza,No,521680,4981055,,winter,df,n/a,unknown,unk,~30,at least c/c,Yes,Yes,,,,,12,
17,11/8/2000,11:10:00 AM,Air,DC,JM,,,,Sepulcher,Yes,519202,4984693,,winter,df,n/a,standing,unk,>=100,c/c/b,Yes,Yes,Yes,,,"lost since round 5! Signal was fine on .340, so we should have picked it up during summer - elk may have gone very far this summer out of regular scanning area. [Later note: no signal on subsequent rounds :(]",17,
18,11/8/2000,10:09:00 AM,Air,DC,JM,,,,Mt Everts,Yes,527821,4981991,,winter,"sb, gr",n/a,grazing,unk,~25,"cows, 6c, 1s, 1b",17,6,1,1,,,18,
19,11/8/2000,11:34:00 AM,Air,DC,JM,,,,NE flank Sepulcher,No,521448,4982616,,winter,df,n/a,"unknown, prob bedded",unk,~30,c/c,Yes,Yes,,,,,19,
39,11/8/2000,10:01:00 AM,Air,DC,JM,,,,W face Mt Everts,Yes,527855,4983648,,winter,df/gr edge,n/a,grazing,yes,~500,c/c/b/s,Yes,Yes,Yes,Yes,,,39,
43,11/8/2000,9:35:00 AM,Air,DC,JM,,,,W face Mt Everts,Yes,525506,4983756,,winter,"df, gr",n/a,grazing,N/A,~30,c/c,Yes,Yes,,,,,43,
2,11/13/2000,12:06:00 PM,Air,DC,--,,,,S of Mammoth,No,522236,4979512,,winter,df,n/a,bedded,unk,100+,at least c/c,Yes,Yes,,,,,2,
6,11/13/2000,12:14:00 PM,Air,DC,--,,,,SE of Hi Bridge,Yes,525475,4977670,,winter,,,"bedded, alert",unk,15,"14 c/c, 1 b",Yes,Yes,1,,,,6,
8,11/13/2000,12:20:00 PM,Air,DC,--,,,,SE Elk Plaza,Yes,522014,4980574,,winter,"df, asp",n/a,bedded,unk,300+,at least c/c,Yes,Yes,,,,,8,
9,11/13/2000,11:11:00 AM,Air,DC,--,,,,Phantom Lk,Yes,543615,4975863,,winter,gr,n/a,bedded,unk,120+,"c/c, 1b, 1s",Yes,Yes,1,1,,,9,
21,11/13/2000,9:47:00 AM,Air,DC,--,,,,NE Jct Butte,Yes,549400,4976191,,winter,rky,n/a,bedded,N/A,35,"33 c/c, 1 spike, 1 bison",Yes,Yes,1,1,,2 collars visible in group (don't know who 2nd collar is - doug didn't check),21,
23,11/13/2000,10:30:00 AM,Air,DC,--,,,,Mt Norris,Yes,569984,4965100,,fall migr/winter,gr,n/a,bedded,unk,59,"57 c/c, 2b",Yes,Yes,2,,,,23,
24,11/13/2000,8:45:00 AM,Air,DC,--,,,,Mt Everts,Yes,528351,4981223,,winter,"gr, shr",n/a,feeding,unk,80-100,"c/c, 1 bull",Yes,Yes,1,,,,24,
25,11/13/2000,9:01:00 AM,Air,DC,--,,,,HR slope,Yes,546492,4980673,,winter,gr,n/a,standing,unk,250+,"c/c, 5b",Yes,Yes,5,,,,25,
28,11/13/2000,9:18:00 AM,Air,DC,--,,,,Crescent Hill,Yes,541038,4976926,,winter,gr,n/a,moving w/ group,unk,60-70,"c/c, 4b",Yes,Yes,4,,,,28,
30,11/13/2000,10:00:00 AM,Air,DC,--,,,,SW Tower Falls,Yes,547796,4971564,,winter,gr,n/a,bedded,N/A,20,"19 c/c, 1b",Yes,Yes,1,,,,30,
35,11/13/2000,9:32:00 AM,Air,DC,--,,,,W of HR slope,maybe,542891,4981775,,winter,df,n/a,*feeding or unknown,no,9,cows,9,,,,y2,*w/ 219.980. Visual on just 1 collar (of 2).,35,
37,11/13/2000,10:59:00 AM,Air,DC,--,,,,NE Jct Butte,Yes,549775,4975976,,winter,gr,n/a,bedded,unk,58,"57 c/c, 1b",Yes,Yes,1,,,,37,
40,11/13/2000,10:10:00 AM,Air,DC,--,,,,NE Jct Butte,Yes,549196,4975791,,winter,"rky, gr",n/a,bedded,unk,37,"31 c/c, 6 spikes",Yes,Yes,0,6,,,40,
41,11/13/2000,9:32:00 AM,Air,DC,--,,,,W of HR slope,maybe,542891,4981775,,winter,df,n/a,*feeding or unknown,N/A,9,cows,9,,,,y2,*w/ 219.820. Visual on just 1 collar (of 2).,41,
45,11/13/2000,10:49:00 AM,Air,DC,--,,,,Jasper Ck,Yes,556293,4970630,,winter,gr,n/a,bedded,no,19,"14 c/c, 2b, 3s",Yes,Yes,2,3,,migrated from Cold/Mist since last loc.,45,
31,11/19/2000,9:55:00 AM,Air,RS,DS,,,,Mom's Ridge,,549212,4974781,,winter,shr,n/a,ask Doug S,,500,,Yes,,,,,,31,
14,11/20/2000,8:57:00 AM,Air,DC,JM,,,,N Blacktail,Yes,534609,4980699,,winter,"df, gr",n/a,grazing,no,5,"4cows, 1 calf",4,1,,,,,14,
22,11/20/2000,9:12:00 AM,Air,DC,JM,,,,S of Hellr Mtn,Yes,540594,4979634,,winter,"df, gr",n/a,grazing/standing,yes,~60,c/c,Yes,Yes,,,,migrated from Lewis Lk since last loc,22,
27,11/20/2000,11:48:00 AM,Air,DC,JM,,,,Heart Lk,Yes,542357,4904094,,summer,bdt (sp? Df?),some tree,bedded,yes,11,"7c, 4c",7,4,,,,,27,
29,11/20/2000,11:06:00 AM,Air,DC,JM,,,,Mt Norris,Yes,571039,4966369,,winter,"shr, gr",n/a,bedded,no,4,"3c, 1b (small)",3,0,1,,,migrated from Mist Ck since last loc,29,
31,11/20/2000,10:01:00 AM,Air,DC,JM,,,,W of Slough Camp,No,552345,4976722,,winter,"shr, ro",n/a,"unknown, prob bedded",unk,125,"c/c, 2b, 3s",Yes,Yes,2,3,,"didn't insist on visual so that we wouldn't disturb group. Tight group, no other groups seen nearby, certain collar was in this group.",31,
32,11/20/2000,10:37:00 AM,Air,DC,JM,,,,E of Silvertip,No,565799,4987354,,summer,bdt (sf),thin tree,"unknown, prob bedded",unk,100,c/c,Yes,Yes,,,,,32,
33,11/20/2000,9:47:00 AM,Air,DC,JM,,,,N of Lamar Canyon,Yes,554846,4975171,,winter,"shr, ro",n/a,"bedded, then moving",unk,600,"c/c, at least 1 b",Yes,Yes,1,,,group disturbed by plane. Elk migrated from Cold Ck since last loc.,33,
34,11/20/2000,9:32:00 AM,Air,DC,JM,,,,SW L. Am.,Yes,549633,4972886,,winter,shr,n/a,grazing,unk,500,"c/c, 2b, 1s",Yes,Yes,2,1,,,34,
42,11/20/2000,12:44:00 PM,Air,DC,JM,,,,NE Blacktail,No,538102,4979277,,winter,"shr, gr",n/a,unknown,unk,50,"c/c, at least 1b, 2s",Yes,Yes,1,2,,"group is bedded, standing, or feeding (not moving). Migrated from Heart Lk since last loc.",42,
44,11/20/2000,10:18:00 AM,Air,DC,JM,,,,N of Slough Camp,No,554763,4978709,,winter,"df, gr",n/a,unknown,yes,50,"c/c, at least 1b, 1s",Yes,Yes,1,1,,most of group is bedded,44,
1,11/21/2000,11:44:00 AM,Air,DC,JM,,,,S of Mammoth,No,522487,4979739,,winter,df,n/a,unknown,N/A,3-20,"at least 2c, 1b",Yes,,Yes,,,"others scattered nearby. Group is under trees, hard to see how many elk.",1,
2,11/21/2000,12:01:00 PM,Air,DC,JM,,,,N of Snow Pass,Yes,522078,4979373,,winter,"df, gr edge",n/a,bedded,no,12,"cows, at least 1 calf",11,1,,,,collar not so dirty now.,2,
3,11/21/2000,11:09:00 AM,Air,DC,JM,,,,Foothills,maybe,521558,4984267,,winter,gr,n/a,moving,unk,300+,"c/c, at least 1b",Yes,Yes,1,,y4,"*2 of 4 collars visible - w/ 220.060, 220.120, 220.140",3,
6,11/21/2000,10:43:00 AM,Air,DC,JM,,,,E of Sheepeater,Yes,524262,4973558,,winter,"gr, bdt (df) mosaic",thin tree,bedded,no,6,cows,6,,,,,,6,
7,11/21/2000,12:53:00 PM,Air,DC,JM,,,,N of Terrace Mtn,Yes,522201,4977461,,winter,"gr, df",n/a,"bedded, stood up",no,6,cows,6,,,,,,7,
8,11/21/2000,11:09:00 AM,Air,DC,JM,,,,Foothills,maybe,521558,4984267,,winter,gr,n/a,moving,unk,300+,"c/c, at least 1b",Yes,Yes,1,,y4,"*2 of 4 collars visible - w/ 219.700, 220.120, 220.140",8,
10,11/21/2000,12:18:00 PM,Air,DC,JM,,,,Stevens Ck,Yes,519250,4986020,,winter,shr,n/a,bedded,unk,60,"c/c, 1s",Yes,Yes,,1,y2,*w/ 220.220,10,
11,11/21/2000,11:09:00 AM,Air,DC,JM,,,,Foothills,maybe,521558,4984267,,winter,gr,n/a,moving,unk,300+,"c/c, at least 1b",Yes,Yes,1,,y4,"*2 of 4 collars visible - w/ 219.700, 220.060, 220.140",11,
12,11/21/2000,11:09:00 AM,Air,DC,JM,,,,Foothills,maybe,521558,4984267,,winter,gr,n/a,moving,unk,300+,"c/c, at least 1b",Yes,Yes,1,,y4,"*2 of 4 collars visible - w/ 219.700, 220.120, 220.120",12,
15,11/21/2000,12:18:00 PM,Air,DC,JM,,,,Stevens Ck,Yes,519250,4986020,,winter,shr,n/a,bedded,unk,60,"c/c, 1s",Yes,Yes,,1,y2,*w/ 220.100,15,
16,11/21/2000,11:31:00 AM,Air,DC,JM,,,,Foothills,Yes,520897,4983827,,winter,"df, asp",n/a,bedded,yes,50,c/c/b/s,Yes,Yes,Yes,Yes,,"collar not dirty now, spacer is on R side",16,
18,11/21/2000,10:18:00 AM,Air,DC,JM,,,,Mt Everts,Yes,528828,4979108,,winter,gr,n/a,"standing, then walking",no,80,"c/c, 1b",Yes,Yes,1,,,spacer on R side,18,
19,11/21/2000,11:22:00 AM,Air,DC,JM,,,,Foothills,Yes,520687,4984158,,winter,shr,n/a,bedded,no,40,c/c,Yes,Yes,,,,,19,
20,11/21/2000,12:11:00 PM,Air,DC,JM,,,,Stevens Ck,Yes,518892,4985942,,winter,"gr, asp",n/a,bedded,unk,24,"17 cows, 5 calves, 1s, 1b",17,5,1,1,,,20,
24,11/21/2000,10:02:00 AM,Air,DC,JM,,,,E end Mt Everts,No,528483,4979241,,winter,"gr, df",n/a,"unknown, prob standing*",unk,80-100,"c/c, 1b, 1s",Yes,Yes,1,1,,"group is alert, disturbed by plane (I forgot what they were doing before -- prob bedded or grazing)",24,
39,11/21/2000,10:30:00 AM,Air,DC,JM,,,,Mt Everts,Yes,530541,4982090,,winter,gr,n/a,bedded,yes,200+,"c/c, at least 1b",Yes,Yes,1,,,,39,
43,11/21/2000,10:09:00 AM,Air,DC,JM,,,,Mt Everts,Yes,529748,4980021,,winter,"gr, shr",n/a,bedded,N/A,23,"cows, ~4 calves",19,4,,,,,43,
4,11/22/2000,9:30:00 AM,Air,DC,JM,,,,Foothills,Yes,520885,4984160,,winter,"gr, nr df/gr mosaic",n/a,foraging,no,6,cows,6,,,,,,4,
9,11/22/2000,12:14:00 PM,Air,DC,JM,,,,W of Phantom,Yes,541952,4977483,,winter,df,n/a,bedded,unk,~10,cows,10,,,,,,9,
21,11/22/2000,10:47:00 AM,Air,DC,JM,,,,S of Junction Butte,Yes,548168,4973174,,winter,shr,n/a,"standing, scratching ear",N/A,400,"c/c, 1b",Yes,Yes,1,,,,21,
23,11/22/2000,11:37:00 AM,Air,DC,JM,,,,NE of Lamar Canyon,Yes,557204,4974736,,winter,shr,n/a,standing,no,55+,"c/c, 3b",Yes,Yes,3,,,dirty collar,23,
25,11/22/2000,9:59:00 AM,Air,DC,JM,,,,W of Hellr Slope,Yes,542770,4981067,,winter,"shr, df edge",n/a,*bedded or standing,no,100+,"c/c, 1b",Yes,Yes,1,,y2,*w/ 219.820 (2 collars visible),25,
28,11/22/2000,9:46:00 AM,Air,DC,JM,,,,N of Crescent,Yes,540011,4978965,,winter,"gr, df",n/a,bedded,no,15+,"cows, 2b, 2 calves",13,2,2,,,maybe more under trees,28,
30,11/22/2000,11:17:00 AM,Air,DC,JM,,,,S of Tower Falls,No,547480,4971533,,winter,bdt (df),tree,unknown,N/A,40,at least c/c,Yes,Yes,,,,,30,
35,11/22/2000,9:59:00 AM,Air,DC,JM,,,,W of Hellr Slope,Yes,542770,4981067,,winter,"shr, df edge",n/a,*bedded or standing,no,100+,"c/c, 1b",Yes,Yes,1,,y2,*w/ 219.440 (2 collars visible),35,
37,11/22/2000,10:59:00 AM,Air,DC,JM,,,,NW of Mom's ridge,No,549248,4977305,,winter,"shr, gr, ro",n/a,unknown,unk,400+,c/c/b/s,Yes,Yes,Yes,Yes,y2,"*same big group as 219.960, but at S end of group",37,
40,11/22/2000,10:39:00 AM,Air,DC,JM,,,,NW of Mom's ridge,No,549343,4977410,,winter,"shr, gr, ro",n/a,unknown,unk,400+,c/c/b/s,Yes,Yes,Yes,Yes,y2,"*same big group as 219.900, but at N end of group",40,
41,11/22/2000,10:17:00 AM,Air,DC,JM,,,,S ridge of HR Mtn,Yes,543418,4982243,,winter,df,n/a,bedded,N/A,75,"c/c, 1s",Yes,Yes,,1,,collar not so dirty anymore.,41,
45,11/22/2000,12:32:00 PM,Air,DC,JM,,,,Little Buffalo,Yes,547114,4978291,,winter,"shr, df",n/a,bedded,unk,125,"c/c, at least 1s",Yes,Yes,,1,,,45,
27,11/23/2000,11:30:00 AM,Air,RS,DS,,,,Chicken Ridge,Yes,550283,4906737,,summer*,bdt,sparse lp,bedded,yes,6,"4c, 2calves",4,2,,,,SWE=1.5,27,
21,11/25/2000,1:54:00 PM,Air,DC,JM,,,,"base, N face Specimen",Yes,551629,4971794,,winter,"shr, df edge",n/a,"standing, grazing",N/A,300+,c/c/b,Yes,Yes,Yes,,y2,"*w/ 219.740. I think the visual is on this elk -- snout looked smaller, whole body was on small side (this elk supposed to be yrling).",21,
23,11/25/2000,12:34:00 PM,Air,DC,JM,,,,Bison Peak,Yes,558552,4975318,,winter,"shr, gr",n/a,"bedded, then stood up",unk,600+,c/c/b,Yes,Yes,Yes,,y2,*same big group as 219.780,23,
25,11/25/2000,3:44:00 PM,Air,DC,JM,,,,W Hellr Mtn,maybe,542553,4981918,,winter,shr,n/a,grazing or running or unknown,unk,100+,c/c/b,Yes,Yes,Yes,,y3,"*w/ 219.820, 219.980",25,
29,11/25/2000,12:55:00 PM,Air,DC,JM,,,,Mt Norris,Yes,571679,4966396,,winter,"shr, gr, wet",n/a,"bedded, stood up",no,17,cows,17,,,,,,29,
30,11/25/2000,2:12:00 PM,Air,DC,JM,,,,"base, N face Specimen",No,551396,4971324,,winter,df,n/a,unknown,N/A,50-75,c/c/b,Yes,Yes,Yes,,,,30,
31,11/25/2000,2:26:00 PM,Air,DC,JM,,,,N of Mom's Ridge,Yes,549531,4977669,,winter,"wet, gr",n/a,bedded,unk,50,"c/c, 3b",Yes,Yes,3,,,"several other elk are browsing on bush-sized trees! Looks weird, bunch of elk gathered with heads in bushes.",31,
32,11/25/2000,1:30:00 PM,Air,DC,JM,,,,"base, N face Specimen",No,551551,4971830,,winter,df/shr edge,n/a,unknown,unk,300+,c/c/b,Yes,Yes,Yes,,y2,"*w/ 219.190. Signals very close, but only saw one collared elk that was yrling shaped (by implication, vis was on other elk).",32,
33,11/25/2000,3:06:00 PM,Air,DC,JM,,,,E of Little Buff.,Yes,548983,4978700,,winter,shr,n/a,grazing,no,20,c/c,Yes,Yes,,,y2,*near 220.280,33,
34,11/25/2000,12:38:00 PM,Air,DC,JM,,,,Bison Peak,Yes,558337,4975229,,winter,"shr, gr",n/a,bedded,no,600+,c/c/b,Yes,Yes,Yes,,y2,*same big group as 219.400,34,
35,11/25/2000,3:44:00 PM,Air,DC,JM,,,,W Hellr Mtn,maybe,542553,4981918,,winter,shr,n/a,grazing or running or unknown,unk,100+,c/c/b,Yes,Yes,Yes,,y3,"*w/ 219.440, 219.980",35,
37,11/25/2000,3:29:00 PM,Air,DC,JM,,,,W of Bison Peak,Yes,555761,4976454,,winter,"ro, df",n/a,bedded,no,4,"1 cow, 3 bulls",1,0,3,,,,37,
40,11/25/2000,3:19:00 PM,Air,DC,JM,,,,E slope Mom's Ridge,Yes,549942,4975624,,winter,shr,n/a,grazing,no,~130,c/c/b/s,Yes,Yes,Yes,Yes,,,40,
41,11/25/2000,3:44:00 PM,Air,DC,JM,,,,W Hellr Mtn,maybe,542553,4981918,,winter,shr,n/a,grazing or running or unknown,N/A,100+,c/c/b,Yes,Yes,Yes,,y3,"*w/ 219.820, 219.440",41,
42,11/25/2000,4:13:00 PM,Air,DC,JM,,,,Oxbow,Yes,538519,4978793,,winter,shr,n/a,grazing,no,11,cows,11,,,,,,42,
44,11/25/2000,2:40:00 PM,Air,DC,JM,,,,E of Little Buffalo,Yes,549023,4978799,,winter,gr,n/a,nursing!,yes,200+,c/c/b,Yes,Yes,Yes,,y2,*near 220.760,44,
45,11/25/2000,1:42:00 PM,Air,DC,JM,,,,"base, N face Specimen",Yes,551394,4971447,,winter,gr opening in df,n/a,bedded,no,150,c/c/b,Yes,Yes,Yes,,,,45,
1,11/28/2000,11:38:00 AM,Air,DC,JM,,,,W of Mammoth,Yes,522693,4980356,,winter,df,n/a,bedded,N/A,8,"7c, 1 calf",7,1,,,,"calf is bedded closest to the collared elk, but she was not pregnant this year.",1,
2,11/28/2000,11:28:00 AM,Air,DC,JM,,,,W of Mammoth,No,522167,4980271,,winter,"df, gr",n/a,unknown,unk,30+,c/c,Yes,Yes,,,,,2,
3,11/28/2000,1:30:00 PM,Air,DC,JM,,,,Above Slide Lk,No,523085,4982929,,winter,gr,n/a,"unknown, prob bedded",unk,250-300,"c/c, at least 1b, 1s",Yes,Yes,1,1,y2,*w/ 220.120,3,
4,11/28/2000,1:37:00 PM,Air,DC,JM,,,,Above Rainbow,maybe,520492,4984900,,winter,gr,n/a,prob bedded,unk,80,"c/c, 2s, 1b",Yes,Yes,1,2,y3,"*w/ 220.100, 220.320. Visual on only 1 of 3 collars (a dirty one).",4,
6,11/28/2000,12:24:00 PM,Air,DC,JM,,,,S of Bunsen,Yes,522415,4973780,,winter,bdt (lp),some tree,browsing (or grazing?) on a lp sapling,no,5,"4c, 1b",4,0,1,,,,6,
7,11/28/2000,11:49:00 AM,Air,DC,JM,,,,W of Mammoth,No,522454,4980398,,winter,df,n/a,unknown,unk,unk,unknown,Yes,,,,,,7,
8,11/28/2000,1:09:00 PM,Air,DC,JM,,,,Foothills,maybe,521445,4985569,,winter,"shr, gr",n/a,bedded*,unk,200+,"c/c, 1s",Yes,Yes,0,1,y3,"*w/ 220.220, 220.400. Visual on only 2 of 3 collars.",8,
9,11/28/2000,10:00:00 AM,Air,DC,JM,,,,Geode,Yes,539320,4980186,,winter,shr,n/a,bedded,no,~15,"cows, 2 calves",13,2,,,,near bigger group of >150 (where does the group begin and end?),9,
10,11/28/2000,1:37:00 PM,Air,DC,JM,,,,Above Rainbow,maybe,520492,4984900,,winter,gr,n/a,prob bedded,unk,80,"c/c, 2b, 1s",Yes,Yes,2,1,y3,"*w/ 219.860, 220.320. Visual on only 1 of 3 collars (a dirty one).",10,
11,11/28/2000,1:30:00 PM,Air,DC,JM,,,,Above Slide Lk,No,523085,4982929,,winter,gr,n/a,"unknown, prob bedded",unk,250-300,"c/c, at least 1b, 1s",Yes,Yes,1,1,y2,*w/ 219.700,11,
12,11/28/2000,2:10:00 PM,Air,DC,JM,,,,W of Mammoth,Yes,522124,4979842,,winter,gr*,n/a,bedded,unk,40,cows at least,Yes,,,,,"in sunny grass clearing under electrical lines, surrounded by df.",12,
14,11/28/2000,11:13:00 AM,Air,DC,JM,,,,W Blacktail,Yes,531623,4976635,,winter,bdt (df),none or gr,bedded,no,17,"16c, 1calf",16,1,,,,,14,
15,11/28/2000,1:15:00 PM,Air,DC,JM,,,,Foothills,maybe,521399,4985568,,winter,"shr, gr",n/a,bedded*,unk,200+,"c/c, 1s",Yes,Yes,0,1,y3,"*w/ 220.060, 220.400. Visual on only 2 of 3 collars.",15,
16,11/28/2000,1:37:00 PM,Air,DC,JM,,,,Above Rainbow,maybe,520492,4984900,,winter,gr,n/a,prob bedded,yes,80,"c/c, 2b, 1s",Yes,Yes,2,1,y3,"*w/ 219.860, 220.100. Visual on only 1 of 3 collars (a dirty one).",16,
18,11/28/2000,11:58:00 AM,Air,DC,JM,,,,W face Everts,Yes,526524,4984140,,winter,gr,n/a,bedded,no,40,"35 cows, 5 calves",35,5,,,,,18,
19,11/28/2000,1:54:00 PM,Air,DC,JM,,,,W of Elk Plaza,Yes,521568,4981275,,winter,df,n/a,"grazing, then ran",no,25,c/c,Yes,Yes,,,,,19,
20,11/28/2000,1:09:00 PM,Air,DC,JM,,,,Foothills,maybe,521445,4985569,,winter,"shr, gr",n/a,bedded*,unk,200+,"c/c, 1s",Yes,Yes,0,1,y3,"*w/ 220.060, 220.220. Visual on only 2 of 3 collars.",20,
22,11/28/2000,10:13:00 AM,Air,DC,JM,,,,E side Crescent,No,543050,4975329,,winter,"gr, shr, df edge",n/a,"unknown, prob bedded",yes,44,"cows, ~7 calves",37,7,,,,"group was bedded, then stood up (disturbed by plane)",22,
24,11/28/2000,10:32:00 AM,Air,DC,JM,,,,E flank Everts,Yes,529181,4977153,,winter,"shr, gr",n/a,standing or bedded& stood up&ran briefly,no,50,"cows, at least 2 calves",48,2,,,y2,*w/ 220.260 (both seen simultaneously later at WP 331). group disturbed by plane.,24,
27,11/28/2000,10:50:00 AM,Air,RS,DG,,,,Outlet Ck,Yes,547933,4907753,,summer*,bdt,sparse tree,bedded,yes,6,"4 cows, 2 calves",4,2,,,,SWE=1.7,27,
28,11/28/2000,10:46:00 AM,Air,DC,JM,,,,E of Phantom Lk,Yes,538407,4977546,,winter,gr,n/a,"bedded, stood up",unk,150,"c/c, 1b, 1s",Yes,Yes,1,1,,,28,
39,11/28/2000,12:07:00 PM,Air,DC,JM,,,,W side Everts,Yes,524710,4984203,,winter,"gr, shr",n/a,standing,yes,~30,"cows, at least 1 calf",29,1,,,,,39,
43,11/28/2000,11:05:00 AM,Air,DC,JM,,,,E flank Everts,Yes,529230,4977376,,winter,shr,n/a,standing,N/A,50,"cows, at least 2 calves",48,2,,,y2,"*w/ 219.420 (both seen simultaneously at this WP, standing <100m apart). WP taken between 2 collars. group disturbed by plane.",43,
21,12/1/2000,11:01:00 AM,Air,DC,JM,,,,N side Specimen,No,552332,4972441,,winter,shr,n/a,unknown*,N/A,30,"cows, 1 bull",29,0,1,,,"saw a bedded collared elk, but I think it might have been 219.960. It seemed like spacer was on L side (190's is on R). Also later, tracked 219.960 & 219.190 in same group (in diff spot, but I think group moved), but only saw 1 collar whole time.",21,
22,12/1/2000,1:20:00 PM,Air,DC,JM,,,,Geode,Yes,538754,4978735,,winter,gr,n/a,bedded,yes,100+,c/c/b,Yes,Yes,Yes,,,,22,
23,12/1/2000,11:26:00 AM,Air,DC,JM,,,,Lamar/Slough,No,552524,4974542,,winter,shr,n/a,unknown,unk,500,c/c/b/s,Yes,Yes,Yes,Yes,y2,"*in same huge group as 219.780, but diff part of group (at least several hundred meters apart)",23,
24,12/1/2000,1:52:00 PM,Air,DC,JM,,,,E end Mt Everts,Yes,529449,4978269,,winter,df,n/a,grazing,no,3,cows,3,,,,,,24,
28,12/1/2000,1:10:00 PM,Air,DC,JM,,,,Geode/W. of Crescent,Yes,540806,4977907,,winter,shr,n/a,standing,unk,100,c/c/b/s,Yes,Yes,Yes,Yes,,,28,
29,12/1/2000,12:12:00 PM,Air,DC,JM,,,,Mt Norris,Yes,570367,4964665,,winter,"gr, nr bdt",none or gr,"bedded, then ran",no,11,cows,11,,,,,,29,
30,12/1/2000,11:33:00 AM,Air,DC,JM,,,,N side Specimen,Yes,551385,4971927,,winter,"gr, shr",n/a,bedded,N/A,250-300,at least cows,Yes,,,,,,30,
31,12/1/2000,10:25:00 AM,Air,DC,JM,,,,HR slope,Yes,545770,4980028,,winter,gr,n/a,standing,no,250,c/c/b,Yes,Yes,Yes,,y2,right next to group of ~200 (*which includes 219.740) (groups separated by a slight gully). Spacer on R.,31,
32,12/1/2000,10:40:00 AM,Air,DC,JM,,,,HR slope,Yes,545743,4980236,,winter,gr,n/a,walking,unk,250,c/c/b,Yes,Yes,Yes,,y2,right next to small group of 50 (*which includes 219.720),32,
33,12/1/2000,12:29:00 PM,Air,DC,JM,,,,E of L. Buffalo,Yes,548817,4977671,,winter,"gr, nr asp",n/a,bedded,no,50,"c/c, 6s, 2b",Yes,Yes,2,6,,,33,
34,12/1/2000,11:11:00 AM,Air,DC,JM,,,,Lamar/Slough,Yes,552804,4974582,,winter,shr,n/a,standing,no,500,c/c/b/s,Yes,Yes,Yes,Yes,y2,"*in same huge group as 219.400, but diff part of group (at least several hundred meters apart)",34,
35,12/1/2000,12:51:00 PM,Air,DC,JM,,,,HR slope,maybe,545774,4980414,,winter,gr,n/a,standing or unknown,no,60,"cows, 5b, 2s",53,0,5,2,y2,*w/ 219.980 (but visual on only 1 of 2 collars). Fat coyote walked by group w/in 100m. Some elk alert.,35,
37,12/1/2000,10:46:00 AM,Air,DC,JM,,,,HR slopw,Yes,546197,4980636,,winter,gr,n/a,bedded,no,20,"15 cows, 1b, 4s",15,0,1,4,,,37,
40,12/1/2000,11:51:00 AM,Air,DC,JM,,,,N side specimen,Yes,552685,4972434,,winter,shr,n/a,bedded,no,40,"c/c, at least 2b",Yes,Yes,2,,y2,prob w/ 219.190.,40,
